0;0;1.57;-1.0175;-0.5916;-1.57;-1.0175;-0.5916;"QT/talking";"Respire un peu et réessaye";-1;
0;0;0.8;-1.0175;-0.5916;-0.8;-1.0175;-0.5916;"QT/breathing_exercise";"";-1;
0;0;1.2;-1.0175;-0.5916;-1.2;-1.0175;-0.5916;"";"";-1;
0;0;0.8;-1.0175;-0.5916;-0.8;-1.0175;-0.5916;"";"";-1;
0;0;1.2;-1.0175;-0.5916;-1.2;-1.0175;-0.5916;"";"";-1;
0;0;0.8;-1.0175;-0.5916;-0.8;-1.0175;-0.5916;"";"";-1;
0;0;1.2;-1.0175;-0.5916;-1.2;-1.0175;-0.5916;"";"";-1;
0;0;0.8;-1.0175;-0.5916;-0.8;-1.0175;-0.5916;"";"";-1;
0;0;1.2;-1.0175;-0.5916;-1.2;-1.0175;-0.5916;"";"";-1;
0;0;1.57;-1.0175;-0.5916;-1.56;-1.0175;-0.5916;"QT/neutral";"";-1;
